"","Name","Locale","Remarks","Date","Country","Year"
"618","George W. Bush","Lima","Attended the APEC Summit Meeting and met with President Garcia.","November 21–23, 2008","Peru","2008"
"619","Barack Obama","Lima","Met with President Pedro Pablo Kuczynski and attended Trans-Pacific Partnership and APEC Summit Meetings.","November 18–20, 2016","Peru","2016"
"620","Dwight D. Eisenhower","Manila","State visit; met with President Garcia. Traveled by sea from Manila to Taipei.","June 14–16, 1960","Philippines","1960"
"621","Lyndon B. Johnson","Manila, Los Banos, Corregidor","Attended summit conference with the Heads of State and Government of Australia, Korea, New Zealand, the Philippines, Thailand, and Vietnam.","October 24–26, 1966","Philippines","1966"
"622","Richard M. Nixon","Manila","State visit; met with President Marcos.","July 26–27, 1969","Philippines","1969"
"623","Gerald R. Ford","Manila","Official visit; met with President Marcos.","December 6–7, 1975","Philippines","1975"
"624","William J. Clinton","Manila, Corregidor","State Visit.","November 12–13, 1994","Philippines","1994"
"625","William J. Clinton","Manila, Subic Bay","Attended APEC Summit Meeting.","November 24–25, 1996","Philippines","1996"
"626","George W. Bush","Manila","Addressed a joint session of the Philippine Congress and met with President Arroyo-Macapagal.","October 18–19, 2003","Philippines","2003"
"627","Barack Obama","Manila, Taguig","Met with President Benigno S. Aquino 3rd. Attended a wreath-laying ceremony at the American Manila Cemetery.","April 28–29, 2014","Philippines","2014"
"628","Barack Obama","Manila","Attended the Trans-Pacific Partnership, Pacific Alliance, and APEC Summit Meetings.","November 17–20, 2015","Philippines","2015"
"629","Donald J. Trump","Manila","Met with President Rodrigo Duterte and attended the 31st ASEAN Summit Meeting.","November 12–14, 2017","Philippines","2017"
"630","Richard M. Nixon","Warsaw","Official visit; met with First Secretary Gierek.","May 31–June 1, 1972","Poland","1972"
"631","Gerald R. Ford","Warsaw, Krakow","Official visit; met with First Secretary Gierek.","July 28–29, 1975","Poland","1975"
"632","James E. Carter","Warsaw","Official visit; met with First Secretary Gierek.","December 29–31, 1977","Poland","1977"
"633","George Herbert Walker Bush","Warsaw, Gdansk","Met with government and Solidarity leaders. Addressed the National Assembly on July 10.","July 9–11, 1989","Poland","1989"
"634","George Herbert Walker Bush","Warsaw","Met with President Walesa and attended a memorial service for former Prime Minister Paderewski.","July 5, 1992","Poland","1992"
"635","William J. Clinton","Warsaw","Addressed the Polish Parliament and attended ceremonies commemorating the Warsaw Ghetto revolt.","July 6–7, 1994","Poland","1994"
"636","William J. Clinton","Warsaw","Met with President Kwasniewski and former President Walesa.","July 10–11, 1997","Poland","1997"
"637","George W. Bush","Warsaw","State visit.","June 15–16, 2001","Poland","2001"
"638","George W. Bush","Krakow, Auschwitz-Birkenau","Met with President Kwasniewski and Prime Minister Miller; visited former Nazi concentration camps.","May 30–31, 2003","Poland","2003"
"639","George W. Bush","Gdansk, Jurata Hel.","Met with President Kaczynski.","June 8, 2007","Poland","2007"
"640","Barack Obama","Warsaw","Met with President Komorowski and Prime Minister Tusk.","May 27–28, 2011","Poland","2011"
"641","Barack Obama","Warsaw","Met with President Bronislaw Komorowski. Attended a Solidarity Dinner and a Freedom Day commemoration.","June 3–4, 2014","Poland","2014"
"642","Barack Obama","Warsaw","Attended a NATO Summit Meeting and a NATO leaders’ meeting on Afghanistan.","July 7–9, 2016","Poland","2016"
"643","Donald J. Trump","Warsaw","Met with President Andrzej Duda, delivered a public address, and addressed the Three Seas Summit.","July 5–6, 2017","Poland","2017"
"644","Dwight D. Eisenhower","Lisbon","Official visit; met with President Thomaz.","May 19–20, 1960","Portugal","1960"
"645","Richard M. Nixon","Terceira Island (Azores)","Discussed international monetary problems with French President Pompidou and Portuguese Prime Minister Caetano.","December 13–14, 1971","Portugal","1971"
"646","Richard M. Nixon","Lajes Field (The Azores)","Met with President Spinola.","June 18–19, 1974","Portugal","1974"
"647","James E. Carter","Lisbon","Official visit; met with President Eanes and Prime Minister Sa Carneiro.","June 26, 1980","Portugal","1980"
"648","Ronald Reagan","Lisbon","State visit; met with President Eanes and Prime Minister Scares; addressed the National Assembly.","May 8–10, 1985","Portugal","1985"
"649","William J. Clinton","Lisbon","Attended U.S.-European Union Summit Meeting; met with Israeli Prime Minister Barak.","May 30–June 1, 2000","Portugal","2000"
"650","George W. Bush","Terceira Island (Azores)","Discussed the Iraq crisis with British Prime Minister Blair, Spanish President Aznar, and Portuguese Prime Minister Durao.","March 16, 2003","Portugal","2003"
"651","Barack Obama","Lisbon","Attended the NATO and U.S.-European Union Summit Meetings.","November 19–20, 2010","Portugal","2010"
"652","George W. Bush","Doha","Met with Emir Hamad Thani, visited U.S. Central Command headquarters and addressed U.S. military personnel. Overflew Baghdad en route to Qatar.","June 4–5, 2003","Qatar","2003"
"653","Dwight D. Eisenhower","Taipei","Met with President Chiang Kai-shek.","June 18–19, 1960","Taiwan","1960"
"654","Richard M. Nixon","Bucharest","Official visit; met with President Ceausescu.","August 2–3, 1969","Romania","1969"
"655","Gerald R. Ford","Bucharest, Sinaia","Official visit; met with President Ceausescu.","August 2–3, 1975","Romania","1975"
"656","William J. Clinton","Bucharest","Met with President Constantinescu and Romanian political leaders.","July 11, 1997","Romania","1997"
"657","George W. Bush","Bucharest","Met with President Iliescu.","November 23, 2002","Romania","2002"
"658","George W. Bush","Bucharest","Met with President Basescu and Prime Minister Popescu-Tariceanu. Attended NATO, Euro-Atlantic Partnership Council, NATO-Ukraine Commission, and NATO-Russia Council Summit Meetings.","April 2–4, 2008","Romania","2008"
"659","Franklin Delano Roosevelt","Yalta","Attended Yalta Conference with Soviet Premier Stalin and British Prime Minister Churchill.","February 3–12, 1945","Russia","1945"
"660","Richard M. Nixon","Moscow, Leningrad, Kiev","State visit; met with Premier Kosygin and General Secretary Brezhnev. Signed SALT I and ABM Treaties.","May 22–30, 1972","Russia","1972"
"661","Richard M. Nixon","Moscow, Minsk, Oreanda","Official visit; met with General Secretary Brezhnev, President Podgorny, and Premier Kosygin.","June 27–July 3, 1974","Russia","1974"
"662","Gerald R. Ford","Vladivostok","Met with General Secretary Brezhnev and discussed limitations of strategic arms.","November 23–24, 1974","Russia","1974"
"663","Ronald Reagan","Moscow","Summit meeting with General Secretary Gorbachev. Exchanged ratifications of the INF Treaty.","May 29–June 2, 1988","Russia","1988"
"664","George Herbert Walker Bush","Moscow, Kiev","Attended U.S.-Soviet Summit Meeting. Signed Strategic Arms Reduction Treaty. Addressed the Ukrainian Parliament.","July 29–August 1, 1991","Russia","1991"
"665","George Herbert Walker Bush","Moscow","Signed START II Treaty.","January 2–3, 1993","Russia","1993"
"666","William J. Clinton","Moscow","Met with President Yeltsin and senior Russian officials. Signed nuclear disarmament agreement with Ukraine.","January 12–15, 1994","Russia","1994"
"667","William J. Clinton","Moscow","Summit meeting. Attended VE Day ceremonies.","May 9–11, 1995","Russia","1995"
"668","William J. Clinton","St. Petersburg, Moscow","Attended G-7 summit on nuclear safety and held a summit meeting with President Yeltsin.","April 18–21, 1996","Russia","1996"
"669","William J. Clinton","Moscow","Summit meeting with President Yeltsin.","September 1–3, 1998","Russia","1998"
"670","William J. Clinton","Moscow","Summit meeting with President Putin; addressed the Duma.","June 3–5, 2000","Russia","2000"
"671","George W. Bush","Moscow, St. Petersburg","Summit meeting with President Putin. Signed strategic arms reduction treaty.","May 23–26, 2002","Russia","2002"
"672","George W. Bush","St. Petersburg","Met with President Putin.","November 22, 2002","Russia","2002"
"673","George W. Bush","St. Petersburg","Met with President Putin and attended ceremonies commemorating the city’s 300th anniversary.","May 31–June 1, 2003","Russia","2003"
"674","George W. Bush","Moscow","Met with President Putin and attended ceremonies commemorating VE Day.","May 8–9, 2005","Russia","2005"
"675","George W. Bush","St. Petersburg","Attended the G-8 Economic Summit. Met with President Hu of China, July 16; and President Lula of Brazil and Prime Minister Singh of India, July 17.","July 14–17, 2006","Russia","2006"
"676","George W. Bush","Moscow","Met with President Putin.","November 15, 2006","Russia","2006"
"677","George W. Bush","Sochi","Met with President Putin and President-elect Medvedev.","April 5–6, 2008","Russia","2008"
"678","Barack Obama","Moscow","Met with President Medvedev and Prime Minister Putin.","July 6–8, 2009","Russia","2009"
"679","Barack Obama","St. Petersburg","Attended the G-20 Economic Summit.","September 5–6, 2013","Russia","2013"
"680","William J. Clinton","Kigali","Met with President Bizimungu; delivered a public address.","March 25, 1998","Rwanda","1998"
"681","George W. Bush","Kigali","Met with President Kagame and dedicated new Embassy.","February 19, 2008","Rwanda","2008"
"682","Richard M. Nixon","Jidda","Met with King Faisal.","June 14–15, 1974","Saudi Arabia","1974"
"683","James E. Carter","Riyadh","Met with King Khalid and Crown Prince Fahd.","January 3–4, 1978","Saudi Arabia","1978"
"684","George Herbert Walker Bush","Jeddah, Dhahran","Met with King Fahd and the Amir of Kuwait. Addressed U.S. and British military personnel in eastern Saudi Arabia.","November 21–22, 1990","Saudi Arabia","1990"
"685","George Herbert Walker Bush","Riyadh","Met with King Fahd.","December 31, 1992","Saudi Arabia","1992"
"686","William J. Clinton","King Khalid Military City","Met with King Fahd.","October 28, 1994","Saudi Arabia","1994"
"687","George W. Bush","Riyadh, Al-Janadriyah","Met with King Abdullah.","January 14–16, 2008","Saudi Arabia","2008"
"688","George W. Bush","Riyadh, Al-Janadriyah","Met with King Abdullah.","May 16–17, 2008","Saudi Arabia","2008"
"689","Barack Obama","Riyadh","Met with King Abdullah.","June 3–4, 2009","Saudi Arabia","2009"
"690","Barack Obama","Riyadh, Rawdat Khurain","Met with King Abdullah bin Abdel Aziz al-Saud.","March 28–29, 2014","Saudi Arabia","2014"
"691","Barack Obama","Riyadh","Met with King Salman bin Abdel Aziz al-Saud and senior officials.","January 27, 2015","Saudi Arabia","2015"
"692","Barack Obama","Riyadh","Met with King Salman bin Abd-al Aziz Al Saud and attended the U.S.-Gulf Cooperation Council Summit.","April 20–21, 2016","Saudi Arabia","2016"
"693","Donald J. Trump","Riyadh","Met with King Salman bin Abdel Aziz Al-Saud. Signed military sales agreement. Met with leaders of the Gulf Cooperation Council.","May 20–22, 2017","Saudi Arabia","2017"
"694","William J. Clinton","Dakar, Thies, Goree Island","Met with President Diouf; visited Senegalese peacekeeping troops; delivered several public addresses.","March 31–April 2, 1998","Senegal","1998"
"695","George W. Bush","Dakar, Goree Island","Met with President Wade.","July 8, 2003","Senegal","2003"
"696","Barack Obama","Dakar","Met with President Macky Sall.","June 26–28, 2013","Senegal","2013"
"697","Barack Obama","Dakar","Stopped during return to Washington.","July 2, 2013","Senegal","2013"
"698","William J. Clinton","Pristina, Urosevac, Camp Bondsteel","Met with Kosovar Transisional Council; addressed the Albanian community and U.S. military personnel.","November 23, 1999","Kosovo","1999"
"699","George W. Bush","Camp Bondsteel","Addressed U.S. military personnel.","July 24, 2001","Kosovo","2001"
"700","George Herbert Walker Bush","Singapore","Met with President Wee and Prime Minister Goh; attended a meeting of the ASEAN Business Council.","January 3–5, 1992","Singapore","1992"
"701","George W. Bush","Singapore","Met with Prime Minister Goh Chok Tong.","October 21–22, 2003","Singapore","2003"
"702","George W. Bush","Singapore","Met with Acting President Pillay and Prime Minister Lee. Addressed National Singapore University.","November 16–17, 2006","Singapore","2006"
"703","Barack Obama","Singapore","Attended the APEC Leaders’ Meeting.","November 14–15, 2009","Singapore","2009"
"704","Donald J. Trump","Singapore","Participated in the summit with North Korean leader Kim Jong-un and bilateral events with Singaporean Prime Minister Lee Hsien Loong.","June 10–13, 2018","Singapore","2018"
"705","George W. Bush","Bratislava","Met with President Dzurinda and Russian President Putin.","February 23–24, 2005","Slovakia","2005"
"706","William J. Clinton","Ljubljana","Met with President Kucan, Prime Minister Drnovsek, and President Djukanovic of Montenegro.","June 21–22, 1999","Slovenia","1999"
"707","George W. Bush","Kranj","Met with Prime Minister Drnovsek and Russian President Putin.","June 16, 2001","Slovenia","2001"
"708","George W. Bush","Ljubljana","Met with President Turk and Prime Minister Jansa. Attended the EU-US Summit Meeting.","June 9–10, 2008","Slovenia","2008"
"709","George Herbert Walker Bush","Mogadishu, Baidoa, Baledogle","Visited international relief workers and U.S. military personnel.","December 31, 1992–January 2, 1993","Somalia","1992"
"710","William J. Clinton","Cape Town, Johannesburg","Met with President Mandela; addressed joint session of Parliament.","March 25–29, 1998","South Africa","1998"
"711","George W. Bush","Pretoria","Met with President Mbeki.","July 8–10, 2003","South Africa","2003"
"712","Barack Obama","Johannesburg, Pretoria, Cape Town","Met with President Jacob Zuma and with members of the Mandela family. Visited Robben Island.","June 28–July 1, 2013","South Africa","2013"
"713","Barack Obama","Johannesburg","Attended memorial service for former President Nelson Mandela.","September 5–6, 2013","South Africa","2013"
"714","Dwight D. Eisenhower","Madrid","Met with Generalissimo Franco.","December 21–22, 1959","Spain","1959"
"715","Richard M. Nixon","Madrid","State visit; met with Generalissimo Franco.","October 2–3, 1970","Spain","1970"
"716","Gerald R. Ford","Madrid","Met with Generalissimo Franco. Received keys to city from Mayor of Madrid.","May 31–June 1, 1975","Spain","1975"
"717","James E. Carter","Madrid","Official visit; met with King Juan Carlos I and Prime Minister Suarez.","June 25–26, 1980","Spain","1980"
"718","Ronald Reagan","Madrid","State visit; met with King Juan Carlos I and President Gonzalez.","May 6–8, 1985","Spain","1985"
"719","George Herbert Walker Bush","Madrid","Met with Prime Minister Gonzalez, Soviet President Gorbachev and attended the opening session of the Middle East Peace Conference.","October 29–30, 1991","Spain","1991"
"720","William J. Clinton","Madrid","Attended European Union Summit Meeting.","December 2–3, 1995","Spain","1995"
"721","William J. Clinton","Palma de Majorca, Madrid, Granada","Vacationed with King Juan Carlos I and Queen Sophia and attended a NATO Summit Meeting in Madrid.","July 4–10, 1997","Spain","1997"
"722","George W. Bush","Madrid","Met with King Juan Carlos I and President Aznar.","June 12–13, 2001","Spain","2001"
"723","Barack Obama","Madrid, Torrejon Air Base, Rota","Met with Spanish political leaders at Torrejon Air Base and visited Naval Station Rota.","July 9–10, 2016","Spain","2016"
"724","Lyndon B. Johnson","Paramaribo","Refueling stop en route from Uruguay.","April 14, 1967","Suriname","1967"
"725","George W. Bush","Goteborg","Attended U.S.-European Union Summit Meeting; met with King Carl XVI Gustav.","June 14–15, 2001","Sweden","2001"
"726","Barack Obama","Stockholm","Met with King Carl XVI Gustaf and Prime Minister John Fredrik Reinfeldt.","September 4–5, 2013","Sweden","2013"
"727","Dwight D. Eisenhower","Geneva","Summit conference with British Prime Minister Eden, French Premier Faure, and Soviet Premier Bulganin.","July 16–23, 1955","Switzerland","1955"
"728","James E. Carter","Geneva","Official visit; met with President Furgler. Also met with Syrian President Assad.","May 9, 1977","Switzerland","1977"
"729","Ronald Reagan","Geneva","Attended Summit Meeting (November 19-21) with Soviet General Secretary Gorbachev. Met also with Swiss President Furgler.","November 16–21, 1985","Switzerland","1985"
"730","George Herbert Walker Bush","Geneva","Discussed the Persian Gulf crisis with Syrian President Assad.","November 23, 1990","Switzerland","1990"
"731","William J. Clinton","Geneva","Met with Syrian President Assad.","January 15–16, 1994","Switzerland","1994"
"732","William J. Clinton","Geneva","Attended WTO meeting commemorating the 50th anniversary of GATT.","May 18, 1998","Switzerland","1998"
"733","William J. Clinton","Geneva","Addressed ILO Conference; met with President Dreifuss.","June 16, 1999","Switzerland","1999"
"734","William J. Clinton","Davos","Addressed the World Economic Forum.","January 29, 2000","Switzerland","2000"
"735","William J. Clinton","Geneva","Met with President Assad of Syria.","March 25–26, 2000","Switzerland","2000"
"736","Donald J. Trump","Davos","Attended the 2018 World Economic Forum.","January 24–26, 2018","Switzerland","2018"
"737","Donald J. Trump","Davos","Attended the 2020 World Economic Forum.","January 21–22, 2020","Switzerland","2020"
"738","Richard M. Nixon","Damascus","Met with President Assad.","June 15–16, 1974","Syria","1974"
"739","William J. Clinton","Damascus","Met with President Assad.","October 27, 1994","Syria","1994"
"740","William J. Clinton","Arusha","Met with former South African President Mandela to promote a peace agreement for Burundi; also met with President Mkapa.","August 28–29, 2000","Tanzania","2000"
"741","George W. Bush","Dar es Salaam, Arusha","Met with President Kikwete, signed Millennium Challenge agreement.","February 16–19, 2008","Tanzania","2008"
"742","Barack Obama","Dar es Salaam","Met with President Jakaya Kikwete. Laid a wreath at the memorial to the 1998 Embassy bombing.","July 1–2, 2013","Tanzania","2013"
"743","Lyndon B. Johnson","Bangkok","State visit; met with King Bhumibol Adulyadej.","October 27–30, 1966","Thailand","1966"
"744","Lyndon B. Johnson","Khorat","Visited US. military personnel.","December 23, 1967","Thailand","1967"
"745","Richard M. Nixon","Bangkok","State visit; met with King Bhumibol Adulyadej.","July 28–30, 1969","Thailand","1969"
"746","William J. Clinton","Bangkok","State Visit.","November 25–26, 1996","Thailand","1996"
"747","George W. Bush","Bangkok","Attended the APEC Summit Meeting.","October 18–21, 2003","Thailand","2003"
"748","George W. Bush","Bangkok","Met with Prime Minister Samak and addressed Burmese activists.","August 6–7, 2008","Thailand","2008"
"749","Barack Obama","Bangkok","Met with King Bhumibol Adulyadej and Prime Minister Yingluck Shinawatra.","November 18–19, 2012","Thailand","2012"
"750","Barack Obama","Port-of-Spain","Attended the Summit of the Americas.","April 17–19, 2009","Trinidad and Tobago","2009"
"751","Franklin Delano Roosevelt","Tunis","Overnight stop en route to Cairo.","November 20–21, 1943","Tunisia","1943"
"752","Franklin Delano Roosevelt","Tunis","Conferred with General Eisenhower.","December 7–9, 1943","Tunisia","1943"
"753","Dwight D. Eisenhower","Tunis","Met with President Bourguiba.","December 17, 1959","Tunisia","1959"
"754","Dwight D. Eisenhower","Ankara","Informal visit; met with President Bayar.","December 6–7, 1959","Turkey","1959"
"755","George Herbert Walker Bush","Ankara, Istanbul","Met with President Ozal.","July 20–22, 1991","Turkey","1991"
"756","William J. Clinton","Ankara, Izmit, Ephesus, Istanbul","State visit and attended Organization for Security and Cooperation in Europe Summit meeting in Istanbul.","November 15–19, 1999","Turkey","1999"
"757","George W. Bush","Ankara, Istanbul","Met with President Sezer and Prime Minister Erdogan and attended NATO Summit meeting in Istanbul.","June 26–29, 2004","Turkey","2004"
"758","Barack Obama","Ankara, Istanbul","Met with President Gul and Prime Minister Erdogan; addressed the Grand National Assembly.","April 5–7, 2009","Turkey","2009"
"759","Barack Obama","Antalya","Attended the G-20 Economic Summit.","November 15–16, 2015","Turkey","2015"
"760","Franklin Delano Roosevelt","Yalta","Attended Yalta Conference with Soviet Premier Stalin and British Prime Minister Churchill.","February 3–12, 1945","Russia","1945"
"761","Richard M. Nixon","Moscow, Leningrad, Kiev","State visit; met with Premier Kosygin and General Secretary Brezhnev. Signed SALT I and ABM Treaties.","May 22–30, 1972","Russia","1972"
"762","Richard M. Nixon","Moscow, Minsk, Oreanda","Official visit; met with General Secretary Brezhnev, President Podgorny, and Premier Kosygin.","June 27–July 3, 1974","Russia","1974"
"763","Gerald R. Ford","Vladivostok","Met with General Secretary Brezhnev and discussed limitations of strategic arms.","November 23–24, 1974","Russia","1974"
"764","Ronald Reagan","Moscow","Summit meeting with General Secretary Gorbachev. Exchanged ratifications of the INF Treaty.","May 29–June 2, 1988","Russia","1988"
"765","George Herbert Walker Bush","Moscow, Kiev","Attended U.S.-Soviet Summit Meeting. Signed Strategic Arms Reduction Treaty. Addressed the Ukrainian Parliament.","July 29–August 1, 1991","Russia","1991"
"766","George Herbert Walker Bush","Moscow","Signed START II Treaty.","January 2–3, 1993","Russia","1993"
"767","William J. Clinton","Moscow","Met with President Yeltsin and senior Russian officials. Signed nuclear disarmament agreement with Ukraine.","January 12–15, 1994","Russia","1994"
"768","William J. Clinton","Moscow","Summit meeting. Attended VE Day ceremonies.","May 9–11, 1995","Russia","1995"
"769","William J. Clinton","St. Petersburg, Moscow","Attended G-7 summit on nuclear safety and held a summit meeting with President Yeltsin.","April 18–21, 1996","Russia","1996"
"770","William J. Clinton","Moscow","Summit meeting with President Yeltsin.","September 1–3, 1998","Russia","1998"
"771","William J. Clinton","Moscow","Summit meeting with President Putin; addressed the Duma.","June 3–5, 2000","Russia","2000"
"772","George W. Bush","Moscow, St. Petersburg","Summit meeting with President Putin. Signed strategic arms reduction treaty.","May 23–26, 2002","Russia","2002"
"773","George W. Bush","St. Petersburg","Met with President Putin.","November 22, 2002","Russia","2002"
"774","George W. Bush","St. Petersburg","Met with President Putin and attended ceremonies commemorating the city’s 300th anniversary.","May 31–June 1, 2003","Russia","2003"
"775","George W. Bush","Moscow","Met with President Putin and attended ceremonies commemorating VE Day.","May 8–9, 2005","Russia","2005"
"776","George W. Bush","St. Petersburg","Attended the G-8 Economic Summit. Met with President Hu of China, July 16; and President Lula of Brazil and Prime Minister Singh of India, July 17.","July 14–17, 2006","Russia","2006"
"777","George W. Bush","Moscow","Met with President Putin.","November 15, 2006","Russia","2006"
"778","George W. Bush","Sochi","Met with President Putin and President-elect Medvedev.","April 5–6, 2008","Russia","2008"
"779","Barack Obama","Moscow","Met with President Medvedev and Prime Minister Putin.","July 6–8, 2009","Russia","2009"
"780","Barack Obama","St. Petersburg","Attended the G-20 Economic Summit.","September 5–6, 2013","Russia","2013"
"781","William J. Clinton","Kampala, Kisowera, Mukono, Wanyange, Entebbe","Met with President Museveni and with the Presidents of Ethiopia, Rwanda, Tanzania, Kenya, and the Congo.","March 23–25, 1998","Uganda","1998"
"782","George W. Bush","Kampala","Met with President Musaveni.","July 11, 2003","Uganda","2003"
"783","William J. Clinton","Kiev","Met with President Kravchuk.","January 12, 1994","Ukraine","1994"
"784","William J. Clinton","Kiev","State visit.","May 11–12, 1995","Ukraine","1995"
"785","William J. Clinton","Kiev","Met with President Kuchma.","June 5, 2000","Ukraine","2000"
"786","George W. Bush","Kyiv","Met with President Yushchenko and Prime Minister Tymoshenko.","March 31–April 1, 2008","Ukraine","2008"
"787","George W. Bush","Abu Dhabi, Dubai","Met with President Khalifa bin Zayid al Nuhayyin and Crown Prince Sheikh Mohammed.","January 13–14, 2008","United Arab Emirates","2008"
"788","Woodrow Wilson","Bermuda","Vacation. [Visit made as President-elect.]","November 18–December 13, 1912","United Kingdom","1912"
"789","Woodrow Wilson","London, Carlisle, Manchester","Met with Prime Minister Lloyd George and King George V.","December 26–31, 1918","United Kingdom","1918"
"790","Warren G. Harding","Kingston (Jamaica)","Stopped while returning to the U.S. [Visit made as President-elect.]","November 30, 1920","United Kingdom","1920"
"791","Franklin Delano Roosevelt","The Bahamas","Fishing trip. [Visit made as President-elect.]","February 6–14, 1933","United Kingdom","1933"
"792","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 29–April 11, 1934","United Kingdom","1934"
"793","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 27–April 6, 1935","United Kingdom","1935"
"794","Franklin Delano Roosevelt","The Bahamas","Fishing trip.","March 24–April 7, 1936","United Kingdom","1936"
"795","Franklin Delano Roosevelt","Trinidad","Stopped on the way to South America.","November 21, 1936","United Kingdom","1936"
"796","Franklin Delano Roosevelt","Trinidad","Stopped while returning to the United States.","December 11, 1936","United Kingdom","1936"
"797","Franklin Delano Roosevelt","Bay of Islands (Newfoundland), Bonne Bay (Newfoundland)","Fishing trip.","August 17–20, 1939","United Kingdom","1939"
"798","Franklin Delano Roosevelt","Jamaica","Inspected British base sites for possible American use.","December 5, 1940","United Kingdom","1940"
"799","Franklin Delano Roosevelt","St. Lucia","Inspected British base sites for possible American use.","December 8, 1940","United Kingdom","1940"
"800","Franklin Delano Roosevelt","Antigua","Inspected British base sites for possible American use.","December 9, 1940","United Kingdom","1940"
"801","Franklin Delano Roosevelt","The Bahamas","Inspected British base sites for possible American use. Met with the Duke of Windsor at Eleutheria Island, December 13. Returned to the U.S. December 14.","December 12–13, 1940","United Kingdom","1940"
"802","Franklin Delano Roosevelt","Argentia (Newfoundland)","Attended conference with Prime Minister Churchill. Announced the Atlantic Charter.","August 9–12, 1941","United Kingdom","1941"
"803","Franklin Delano Roosevelt","Trinidad","Overnight stop en route to Casablanca.","January 11, 1943","United Kingdom","1943"
"804","Franklin Delano Roosevelt","Bathurst (The Gambia)","Overnight stop en route to Casablanca.","January 13, 1943","United Kingdom","1943"
"805","Franklin Delano Roosevelt","Bathurst (The Gambia)","Overnight stop en route from Casablanca.","January 25, 1943","United Kingdom","1943"
"806","Franklin Delano Roosevelt","Trinidad","Overnight stop en route from Casablanca.","January 29, 1943","United Kingdom","1943"
"807","Franklin Delano Roosevelt","Malta","Visited Allied military installations.","December 8, 1943","United Kingdom","1943"
"808","Franklin Delano Roosevelt","Malta","Attended Malta Conference with Prime Minister Churchill.","February 2, 1945","United Kingdom","1945"
"809","Harry S Truman","Plymouth","Informal meeting with King George VI.","August 2, 1945","United Kingdom","1945"
"810","Harry S Truman","Bermuda","Informal visit; met with the Governor of Bermuda, Admiral Sir Ralph Leatham, K.C.B. and inspected U.S. military facilities.","August 22–30, 1946","United Kingdom","1946"
"811","Dwight D. Eisenhower","Bermuda","Attended Bermuda Conference with Prime Minister Churchill and French President Laniel.","December 4–8, 1953","United Kingdom","1953"
"812","Dwight D. Eisenhower","Bermuda","Met with Prime Minister Macmillan.","March 20–24, 1957","United Kingdom","1957"
"813","Dwight D. Eisenhower","London, Balmoral, Chequers","Informal visit; met Prime Minister Macmillan and Queen Elizabeth II.","August 27–September 2, 1959","United Kingdom","1959"
"814","Dwight D. Eisenhower","Culzean Castle","Rested before returning to the United States.","September 4–7, 1959","United Kingdom","1959"
"815","John F. Kennedy","London","Private visit; met with Queen Elizabeth II and Prime Minister Macmillan.","June 4–5, 1961","United Kingdom","1961"
"816","John F. Kennedy","Bermuda","Met with Prime Minister Macmillan.","December 21–22, 1961","United Kingdom","1961"
"817","John F. Kennedy","Nassau (The Bahamas)","Conferred with Prime Minister Macmillan; concluded Nassau agreement on nuclear defense systems.","December 18–21, 1962","United Kingdom","1962"
"818","John F. Kennedy","Birch Grove, Sussex","Informal visit with Prime Minister Macmillan at his home.","June 29–30, 1963","United Kingdom","1963"
"819","Richard M. Nixon","London","Informal visit; held conversations with Prime Minister Wilson. Received by Queen Elizabeth II.","February 24–26, 1969","United Kingdom","1969"
"820","Richard M. Nixon","Mildenhall Air Force Base","Informal meeting with Prime Minister Wilson.","August 3, 1969","United Kingdom","1969"
"821","Richard M. Nixon","Chequers","Met informally with Queen Elizabeth II and Prime Minister Heath.","October 3, 1970","United Kingdom","1970"
"822","Richard M. Nixon","Bermuda","Met with British Prime Minister Heath.","December 20–21, 1971","United Kingdom","1971"
"823","James E. Carter","London, Newcastle","Attended Economic Summit Meeting May 7-8 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom. Also met with the Prime Ministers of Greece, Belgium, Turkey, Norway, the Netherlands, and Luxembourg, and with the President of Portugal. Addressed NATO Ministers meeting on May 10.","May 5–10, 1977","United Kingdom","1977"
"824","Ronald Reagan","London, Windsor Castle","State visit; met with Queen Elizabeth II and Prime Minister Thatcher. Addressed Parliament.","June 7–9, 1982","United Kingdom","1982"
"825","Ronald Reagan","London","Met with Queen Elizabeth II and Prime Minister Thatcher. Attended Economic Summit Meeting June 7-9 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.","June 4–10, 1984","United Kingdom","1984"
"826","Ronald Reagan","London","Met with Queen Elizabeth II, Prime Minister Thatcher, and Japanese Prime Minister Takeshita.","June 2–3, 1988","United Kingdom","1988"
"827","George Herbert Walker Bush","London","Met with Queen Elizabeth II and Prime Minister Thatcher.","May 31–June 2, 1989","United Kingdom","1989"
"828","George Herbert Walker Bush","Bermuda","Informal meeting with Prime Minister Thatcher.","April 13–14, 1990","United Kingdom","1990"
"829","George Herbert Walker Bush","London","Attended NATO Summit Meeting.","July 5–6, 1990","United Kingdom","1990"
"830","George Herbert Walker Bush","Bermuda","Discussed the Middle East peace process with Prime Minister Major.","March 14–16, 1991","United Kingdom","1991"
