"","Name","Locale","Remarks","Date","Country","Year"
"2981","John Forbes Kerry","Geneva","Discussed the Syrian crisis with Russian Foreign Minister Sergey Lavrov. Announced Framework for the Elimination of Syrian Chemical Weapons.","September 12–15, 2013","Switzerland","2013"
"2982","John Forbes Kerry","Geneva","Met with EU High Representative Catherine Ashton, French Foreign Minister Laurent Fabius, and Iranian Foreign Minister Mohammed Zarif.","November 8–10, 2013","Switzerland","2013"
"2983","John Forbes Kerry","Geneva","Met with the P5+1 representatives and Iranian Foreign Minister Mohammed Zarif. Announced a First Step Agreement on Iran’s Nuclear Program.","November 22–24, 2013","Switzerland","2013"
"2984","John Forbes Kerry","Davos","Attended the World Economic Forum.","January 23–24, 2014","Switzerland","2014"
"2985","John Forbes Kerry","Geneva","Discussed the Ukrainian crisis with representatives of Russia, Ukraine, and the European Union. Discussed the Syrian crisis with Joint Special Representative Lakhdar Brahimi.","April 16–17, 2014","Switzerland","2014"
"2986","John Forbes Kerry","Basel","Attended an OSCE Ministerial Meeting.","December 3–4, 2014","Switzerland","2014"
"2987","John Forbes Kerry","Geneva","Met with UN Special Envoy for Syria Steffan de Mistura and Iranian Foreign Minister Mohammed Javad Zarif.","January 14, 2015","Switzerland","2015"
"2988","John Forbes Kerry","Davos","Attended the World Economic Forum.","January 22–24, 2015","Switzerland","2015"
"2989","John Forbes Kerry","Geneva","Met with members of the U.S. Mission.","January 26, 2015","Switzerland","2015"
"2990","John Forbes Kerry","Geneva","Met with Iranian Foreign Minister Mohammed Javad Zarif.","February 22–23, 2015","Switzerland","2015"
"2991","John Forbes Kerry","Geneva, Montreux","Attended the 28th Session of the UN Human Rights Commission and met with Russian Foreign Minister Sergei Lavrov. Met with Iranian Foreign Minister Mohammed Javad Zarif in Montreux.","March 2–4, 2015","Switzerland","2015"
"2992","John Forbes Kerry","Lausanne","Attended the P5 + 1 negotiations with Iran.","March 15–21, 2015","Switzerland","2015"
"2993","John Forbes Kerry","Lausanne","Attended the P5 + 1 negotiations with Iran.","March 27–April 2, 2015","Switzerland","2015"
"2994","John Forbes Kerry","Geneva","Met with Iranian Foreign Minister Mohammad Javad Zarif.","May 29–30, 2015","Switzerland","2015"
"2995","John Forbes Kerry","Zurich, Davos","Discussed the Syrian and Ukrainian crises with Russian Foreign Minister Sergei Lavrov. Attended the World Economic Forum Annual Meeting.","January 20–22, 2016","Switzerland","2016"
"2996","John Forbes Kerry","Geneva","Discussed the Syrian conflict with Jordanian Foreign Minister Nasser Judeh, Saudi Arabian Foreign Minister Adel al-Jubeir, and UN Special Envoy Staffan de Mistura.","May 1–2, 2016","Switzerland","2016"
"2997","John Forbes Kerry","Geneva","Met with Russian Foreign Minister Sergey Lavrov.","August 25–28, 2016","Switzerland","2016"
"2998","John Forbes Kerry","Geneva","Discussed the Syrian conflict with Russian Foreign Minister Sergey Lavrov and UN Special Envoy Staffan de Mistura.","September 8–9, 2016","Switzerland","2016"
"2999","John Forbes Kerry","Lausanne","Met with the Foreign Ministers of Russia, Saudi Arabia, Qatar, Turkey, Egypt, Iraq, Jordan, and Iran, and UN Special Envoy de Mistura.","October 15, 2016","Switzerland","2016"
"3000","John Forbes Kerry","Davos","Attended the World Economic Forum.","January 17–18, 2017","Switzerland","2017"
"3001","Rex W. Tillerson","Geneva","Met with UN Special Envoy Staffan de Mistura, UN High Commissioner for Refugees Filippo Grandi, and International Committee of the Red Cross President Peter Maurer.","October 26, 2017","Switzerland","2017"
"3002","Rex W. Tillerson","Davos","Attended the 2018 World Economic Forum.","January 24–26, 2018","Switzerland","2018"
"3003","Michael R. Pompeo","Bern, Bellinzona","Met with Foreign Minister Ignazio Cassis, Swiss business leaders, and World Health Organization Director General Dr. Tedros Adhanom Ghebreyesus.","June 1–3, 2019","Switzerland","2019"
"3004","John Foster Dulles","Damascus","Met with President Shishakli.","May 15–16, 1953","Syria","1953"
"3005","Henry A. (Heinz Alfred) Kissinger","Damascus","Met with President Assad to discuss the Middle East peace process.","December 15, 1973","Syria","1973"
"3006","Henry A. (Heinz Alfred) Kissinger","Damascus","Briefed President Assad on the Egyptian-Israeli disengagement agreement.","January 20, 1974","Syria","1974"
"3007","Henry A. (Heinz Alfred) Kissinger","Damascus","Met with President Assad.","February 26, 1974","Syria","1974"
"3008","Henry A. (Heinz Alfred) Kissinger","Damascus","Presented an Israeli proposal for military disengagement to President Assad.","March 1–2, 1974","Syria","1974"
"3009","Henry A. (Heinz Alfred) Kissinger","Damascus","Shuttle negotiations leading to an Israeli-Syrian disengagement agreement. Kissinger was in Damascus May 3-4, 12, 14, 16-17, 18, 20, 21, 22, 23, 25, 26, 27, 28, and 29.","May 3–29, 1974","Syria","1974"
"3010","Henry A. (Heinz Alfred) Kissinger","Damascus","Accompanied President Nixon.","June 15–16, 1974","Syria","1974"
"3011","Henry A. (Heinz Alfred) Kissinger","Damascus","Reviewed the Middle East peace process with President Assad.","October 11, 1974","Syria","1974"
"3012","Henry A. (Heinz Alfred) Kissinger","Damascus","Reviewed the Middle East peace process with President Assad.","October 14, 1974","Syria","1974"
"3013","Henry A. (Heinz Alfred) Kissinger","Damascus","Discussed the Middle East peace process with President Assad.","November 7, 1974","Syria","1974"
"3014","Henry A. (Heinz Alfred) Kissinger","Damascus","Briefed President Assad on the Middle East peace process.","February 13, 1975","Syria","1975"
"3015","Henry A. (Heinz Alfred) Kissinger","Damascus","Reviewed Middle East peace process with President Assad.","March 9, 1975","Syria","1975"
"3016","Henry A. (Heinz Alfred) Kissinger","Damascus","Briefed President Assad on the Egyptian-Israeli peace process.","March 15, 1975","Syria","1975"
"3017","Henry A. (Heinz Alfred) Kissinger","Damascus","Briefed President Assad on the Middle East peace process.","August 23, 1975","Syria","1975"
"3018","Henry A. (Heinz Alfred) Kissinger","Damascus","Briefed President Assad on the Middle East peace process.","September 3, 1975","Syria","1975"
"3019","Cyrus Roberts Vance","Damascus","Met with President Assad; reviewed the Middle East peace process.","February 20–21, 1977","Syria","1977"
"3020","Cyrus Roberts Vance","Damascus","Reviewed the Middle East peace process with President Assad. Revisited Syria August 11.","August 3–5, 1977","Syria","1977"
"3021","Cyrus Roberts Vance","Damascus","Reviewed the Middle Eastpeace process.","December 13–14, 1977","Syria","1977"
"3022","Cyrus Roberts Vance","Damascus","Reviewed the Camp David Accords with President Assad.","September 24, 1978","Syria","1978"
"3023","George Pratt Shultz","Damascus","Discussed the proposed Israeli-Lebanon agreement with President Assad.","May 6, 1983","Syria","1983"
"3024","George Pratt Shultz","Damascus","Discussed means of withdrawing foreign forces from Lebanon.","July 5–6, 1983","Syria","1983"
"3025","George Pratt Shultz","Damascus","Met with President Assad and Foreign Minister Khaddam regarding a Middle East peace initiative.","February 27, 1988","Syria","1988"
"3026","George Pratt Shultz","Damascus","Discussed a Middle East peace initiative.","March 4, 1988","Syria","1988"
"3027","George Pratt Shultz","Damascus","Discussed a Middle East peace initiative.","April 5, 1988","Syria","1988"
"3028","George Pratt Shultz","Damascus","Discussed a Middle East peace initiative.","June 6, 1988","Syria","1988"
"3029","James Addison Baker","Damascus","Met with President Assad and Foreign Minister Sharaa.","September 13–14, 1990","Syria","1990"
"3030","James Addison Baker","Damascus","Discussed the Persian Gulf crisis with President Assad and Foreign Minister Sharaa.","January 12, 1991","Syria","1991"
"3031","James Addison Baker","Damascus","Discussed the Middle East peace process with President Assad and Foreign Minister Sharaa.","March 13–14, 1991","Syria","1991"
"3032","James Addison Baker","Damascus","Discussed the Middle East peace process with President Assad, Foreign Minister Sharaa, and Tunisian Foreign Minister Ben Yahya.","April 11–12, 1991","Syria","1991"
"3033","James Addison Baker","Damascus","Discussed the Middle East peace process with Foreign Minister Sharaa.","April 22–24, 1991","Syria","1991"
"3034","James Addison Baker","Damascus","Discussed the Middle East peace process with President Assad.","May 11–12, 1991","Syria","1991"
"3035","James Addison Baker","Damascus","Discussed a Middle East peace conference with President Assad.","July 18–19, 1991","Syria","1991"
"3036","James Addison Baker","Damascus","Discussed a Middle East peace conference with President Assad and Foreign Minister Sharaa.","September 18–19, 1991","Syria","1991"
"3037","James Addison Baker","Damascus","Discussed a Middle East peace conference with President Assad.","September 20, 1991","Syria","1991"
"3038","James Addison Baker","Damascus","Discussed a Middle East peace conference with President Assad.","October 15–16, 1991","Syria","1991"
"3039","James Addison Baker","Damascus","Discussed the Middle East peace process and the Iraq crisis with President Assad.","July 21–22, 1992","Syria","1992"
"3040","James Addison Baker","Damascus","Discussed the Middle East peace process and the Iraq crisis with President Assad.","July 22–23, 1992","Syria","1992"
"3041","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with President Assad.","February 20–21, 1993","Syria","1993"
"3042","Warren Minor Christopher","Damascus","Discussed the Middle East peace process.","August 4, 1993","Syria","1993"
"3043","Warren Minor Christopher","Damascus","Discussed the Middle East peace process.","August 5, 1993","Syria","1993"
"3044","Warren Minor Christopher","Damascus","Discussed the Middle East peace process.","August 6, 1993","Syria","1993"
"3045","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with senior Syrian officials.","December 5–6, 1993","Syria","1993"
"3046","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with senior Syrian officials.","December 9, 1993","Syria","1993"
"3047","Warren Minor Christopher","Damascus, Palmyra","Discussed the status of the Golan Heights with President Assad and Foreign Minister Sharaa.","April 30–May 1, 1994","Syria","1994"
"3048","Warren Minor Christopher","Damascus","Discussed the future status of the Golan Heights with President Assad.","May 15–16, 1994","Syria","1994"
"3049","Warren Minor Christopher","Damascus","Discussed the future status of the Golan Heights with President Assad.","May 18, 1994","Syria","1994"
"3050","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with President Assad and Foreign Minster Sharaa.","July 19–20, 1994","Syria","1994"
"3051","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with President Assad.","July 22, 1994","Syria","1994"
"3052","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with President Assad and Foreign Minister Sharaa.","August 7–8, 1994","Syria","1994"
"3053","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with senior Syrian officials.","October 11, 1994","Syria","1994"
"3054","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with senior Syrian officials.","October 13–14, 1994","Syria","1994"
"3055","Warren Minor Christopher","Damascus","Accompanied President Clinton to a meeting with President Assad.","October 27, 1994","Syria","1994"
"3056","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with President Assad.","December 6, 1994","Syria","1994"
"3057","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with President Assad.","March 12–13, 1995","Syria","1995"
"3058","Warren Minor Christopher","Damascus","Discussed the Middle East peace process with President Assad.","March 14–15, 1995","Syria","1995"
"3059","Warren Minor Christopher","Damascus","Discussed the Israel-Syrian peace process with President Assad.","June 10, 1995","Syria","1995"
"3060","Warren Minor Christopher","Damascus","Discussed the Israel-Syrian peace process with President Assad.","October 30, 1995","Syria","1995"
"3061","Warren Minor Christopher","Damascus","Discussed the Israel-Syrian peace process.","December 14–15, 1995","Syria","1995"
"3062","Warren Minor Christopher","Damascus","Discussed the Israel-Syrian peace process with President Assad.","January 11–13, 1996","Syria","1996"
"3063","Warren Minor Christopher","Damascus","Discussed the Israel-Syrian peace process with President Assad.","February 6, 1996","Syria","1996"
"3064","Warren Minor Christopher","Damascus","Attempted to resolve the Israel-Lebanon conflict.","April 20–21, 1996","Syria","1996"
"3065","Warren Minor Christopher","Damascus","Attempted to resolve the Israel-Lebanon conflict.","April 21–22, 1996","Syria","1996"
"3066","Warren Minor Christopher","Damascus","Attempted to resolve the Israel-Lebanon conflict.","April 23, 1996","Syria","1996"
"3067","Warren Minor Christopher","Damascus","Attempted to resolve the Israel-Lebanon conflict.","April 24, 1996","Syria","1996"
"3068","Warren Minor Christopher","Damascus","Attempted to resolve the Israel-Lebanon conflict. Also met with Lebanese Prime Minister Hariri and Speaker Berri.","April 25, 1996","Syria","1996"
"3069","Warren Minor Christopher","Damascus","Attempted to resolve the Israel-Lebanon conflict.","April 26, 1996","Syria","1996"
"3070","Madeleine Korbel Albright","Damascus","Met with President Assad.","September 12, 1997","Syria","1997"
"3071","Madeleine Korbel Albright","Damascus","Discussed the Israeli-Palestinian peace process with President Assad and Foreign Minister Sharaa.","September 4, 1999","Syria","1999"
"3072","Madeleine Korbel Albright","Damascus","Met with President Assad and Foreign Minister Sharaa.","December 7, 1999","Syria","1999"
"3073","Madeleine Korbel Albright","Damascus","Attended the funeral of President Assad.","June 13, 2000","Syria","2000"
"3074","Colin Luther Powell","Damascus","Met with President Bashar Assad and senior Syrian officials.","February 26, 2001","Syria","2001"
"3075","Colin Luther Powell","Damascus","Met with President Assad and Foreign Minister Sharaa.","April 15, 2002","Syria","2002"
"3076","Colin Luther Powell","Damascus","Met with President Assad and Foreign Minister Sharaa.","May 2–3, 2003","Syria","2003"
"3077","James Addison Baker","Dushanbe","Met with President Nabiyev and discussed possible establishment of diplomatic relations.","February 12, 1992","Tajikistan","1992"
"3078","Condoleezza Rice","Dushanbe","Met with President Rakhmanov.","October 13, 2005","Tajikistan","2005"
"3079","Hillary Rodham Clinton","Dushanbe","Met with President Rahmon and Foreign Minister Zarifi. Addressed civil society representatives.","October 21–22, 2011","Tajikistan","2011"
"3080","John Forbes Kerry","Dushanbe","Met with President Emomali Rahmon.","November 3, 2015","Tajikistan","2015"
"3081","Henry A. (Heinz Alfred) Kissinger","Dar es Salaam","Met with President Nyerere and Foreign Minister Kaduma.","April 25–26, 1976","Tanzania","1976"
"3082","Henry A. (Heinz Alfred) Kissinger","Dar es Salaam","Discussed Rhodesia and Namibia with President Nyerere.","September 14–15, 1976","Tanzania","1976"
"3083","Henry A. (Heinz Alfred) Kissinger","Dar es Salaam","Briefed President Nyerere on meetings with Rhodesian leaders.","September 21, 1976","Tanzania","1976"
"3084","Cyrus Roberts Vance","Dar es Salaam","Discussed the Rhodesian question with British Foreign Secretary Owen and leaders of Zimbabwe's Patriotic Front.","April 13–16, 1978","Tanzania","1978"
"3085","Warren Minor Christopher","Arusha","Discussed the Burundi crisis with the Presidents of Tanzania, Kenya, and Uganda. Also met with the Chief Prosecutor of the International War Crimes Tribunal.","October 11–12, 1996","Tanzania","1996"
"3086","Madeleine Korbel Albright","Dar es Salaam","Visited site of the U.S. Embassy.","August 18, 1998","Tanzania","1998"
"3087","Madeleine Korbel Albright","Dar es Salaam","Attended the state funeral of former President Nyerere. Met with President Mkapa and President Buyoya of Burundi.","October 21, 1999","Tanzania","1999"
"3088","Condoleezza Rice","Dar es Salaam","Accompanied President Bush.","February 16–19, 2008","Tanzania","2008"
"3089","Hillary Rodham Clinton","Dar es Salaam","Attended a meeting on nutrition and the 1,000 Days Initiative. Met with President Kikwete.","June 11–13, 2011","Tanzania","2011"
"3090","John Foster Dulles","Bangkok","Attended First Meeting of the SEATO Ministerial Council.","February 22–26, 1955","Thailand","1955"
"3091","John Foster Dulles","Bangkok","Met with Premier Pibul and senior Thai officials.","March 13–14, 1956","Thailand","1956"
"3092","David Dean Rusk","Bangkok","Attended the Seventh Annual Meeting of the SEATO Council of Ministers.","March 26–30, 1961","Thailand","1961"
"3093","David Dean Rusk","Bangkok","Met with Prime MinisterKittikachorn and Foreign Minister Khoman.","May 31, 1964","Thailand","1964"
"3094","David Dean Rusk","Bangkok","Met with senior Thai officials.","January 14, 1966","Thailand","1966"
"3095","David Dean Rusk","Bangkok","Accompanied President Johnson on a State visit.","October 27–30, 1966","Thailand","1966"
"3096","David Dean Rusk","Bangkok","Met with Foreign Minister Khoman and senior Thai officials.","December 11–12, 1966","Thailand","1966"
"3097","William Pierce Rogers","Bangkok","Attended the SEATO Council and Seven-Nation Meetings.","May 19–23, 1969","Thailand","1969"
"3098","George Pratt Shultz","Bangkok","Addressed the opening session of the ASEAN Post- Ministerial Meeting.","June 26–29, 1983","Thailand","1983"
"3099","George Pratt Shultz","Bangkok","Met with Prime Minister Prem and senior Thai officials. Also visited Cambodian refugee camps on the Thai border.","July 8–10, 1985","Thailand","1985"
"3100","George Pratt Shultz","Bangkok","Attended the ASEAN Post-Ministerial Conference.","July 6–9, 1988","Thailand","1988"
"3101","Warren Minor Christopher","Bangkok","Met with senior Thai officials.","November 16–17, 1994","Thailand","1994"
"3102","Madeleine Korbel Albright","Chiang Mai, Bangkok","Visited the Hill Tribes Institute in Chiang Mai; met with senior Thai officials.","March 2–4, 1999","Thailand","1999"
"3103","Madeleine Korbel Albright","Bangkok","Attended ASEAN Regional Forum and Post-Ministerial Conference; met with North Korean Foreign Minister Paek Nam Sun.","July 28–29, 2000","Thailand","2000"
"3104","Colin Luther Powell","Bangkok","Met with Foreign Minister Sathirathai.","July 28–29, 2002","Thailand","2002"
"3105","Colin Luther Powell","Bangkok","Attended the APEC Summit Meeting.","October 17–21, 2003","Thailand","2003"
"3106","Colin Luther Powell","Bangkok, Phuket","Assessed tsunami damage and relief efforts.","January 3–4, 2005","Thailand","2005"
"3107","Condoleezza Rice","Phuket, Ban Bang Sak","Met with Foreign Minister Suphamongkhon and Deputy Prime Minister Sathirathai and assessed tsunami relief aid.","July 10–11, 2005","Thailand","2005"
"3108","Hillary Rodham Clinton","Bangkok, Phuket","Met with Prime Minister Abhisit and Foreign Minister Kasit. Attended the ASEAN Post-Ministerial Conference and Regional Forum in Phuket.","July 21–23, 2009","Thailand","2009"
"3109","Hillary Rodham Clinton","Bangkok","Met with Prime Minister Yingluck Shinawatra. Announced flood recovery assistance.","November 16–17, 2011","Thailand","2011"
"3110","Hillary Rodham Clinton","Bangkok","Met with President Yingluck Chinnawat. Joined President Obama.","November 18–19, 2012","Thailand","2012"
"3111","Rex W. Tillerson","Bangkok","Met with Prime Minister Prayut Chan-o-Cha and Foreign Minister Don Pramudwinai.","August 8, 2017","Thailand","2017"
"3112","Michael R. Pompeo","Bangkok","Co-chaired the U.S.-Association of Southeast Asian Nations (ASEAN) Ministerial and held a bilateral meeting with Foreign Minister Don Pramudwinai.","August 1–2, 2019","Thailand","2019"
"3113","Hillary Rodham Clinton","Dili","Met with President Taur Ruak and Prime Minister Xanana Gusmao.","September 6, 2012","Timor-Leste","2012"
"3114","Hillary Rodham Clinton","Lome","Met with President Faure Gnassingbe.","January 17, 2012","Togo","2012"
"3115","Cyrus Roberts Vance","Port-of-Spain","Met with President Clarke and Prime Minister Williams.","June 16–17, 1977","Trinidad and Tobago","1977"
"3116","Warren Minor Christopher","Port-of-Spain","Signed extradition and legal assistance treaties.","March 3–4, 1996","Trinidad and Tobago","1996"
"3117","Madeleine Korbel Albright","Crown Point, Port of Spain","Met with Prime Minister Panday and with Caricom Foreign Ministers.","April 4–6, 1998","Trinidad and Tobago","1998"
"3118","Hillary Rodham Clinton","Port of Spain","Attended the Fifth Summit of the Americas.","April 17–19, 2009","Trinidad and Tobago","2009"
"3119","William Pierce Rogers","Tunis","Met with President Bourguiba and senior Tunisian officials.","February 9–11, 1970","Tunisia","1970"
"3120","Henry A. (Heinz Alfred) Kissinger","Tunis","Stopped en route to Egypt.","November 6, 1973","Tunisia","1973"
"3121","Henry A. (Heinz Alfred) Kissinger","Tunis","Discussed the Middle East peace process with President Bourguiba and Foreign Minister Chatti.","November 8–9, 1974","Tunisia","1974"
"3122","George Pratt Shultz","Tunis","Met with President Bourguiba and senior Tunisian oficials.","December 9–10, 1983","Tunisia","1983"
"3123","James Addison Baker","Tunis","Discussed a Middle East peace conference with President Ben Ali and Foreign Minister Benyahia. Returned to Morocco afterwards.","August 4, 1991","Tunisia","1991"
"3124","Warren Minor Christopher","Tunis","Discussed the Middle East peace process with PLO Chairman Arafat.","December 10, 1993","Tunisia","1993"
"3125","Colin Luther Powell","Tunis","Met with President Ben Ali.","December 2, 2003","Tunisia","2003"
"3126","Condoleezza Rice","Tunis","Met with President Ben Ali.","September 6, 2008","Tunisia","2008"
"3127","Hillary Rodham Clinton","Tunis","Met with Prime Minister Kefi.","March 17, 2011","Tunisia","2011"
"3128","Hillary Rodham Clinton","Tunis","Attended the “Friends of Syria” meeting. Met with President Moncef Marzouki and Prime Minister Hamadi Jebali. Held a townhall meeting.","February 24–25, 2012","Tunisia","2012"
"3129","John Forbes Kerry","Tunis","Met with President Moncef Marzouki and Prime Minister Medhi Jomaa.","February 18–19, 2014","Tunisia","2014"
"3130","John Forbes Kerry","Tunis","Attended the U.S.-Tunisia Strategic Dialogue Plenary.","November 13, 2015","Tunisia","2015"
"3131","John Foster Dulles","Ankara, Istanbul","Met with President Bayer, Prime Minister Menderes, and senior Turkish officials.","May 25–27, 1953","Turkey","1953"
"3132","John Foster Dulles","Ankara","Attended Baghdad Pact Ministerial Meeting.","January 26–30, 1958","Turkey","1958"
"3133","Christian Archibald Herter","Istanbul","Attended NATO Ministerial Meeting.","April 30–May 4, 1960","Turkey","1960"
"3134","David Dean Rusk","Ankara","Attended CENTO Ministerial Council Meeting.","April 26–29, 1961","Turkey","1961"
"3135","David Dean Rusk","Ankara","Met with President Gursel, Premier Inonu, and senior Turkish officials.","April 27–28, 1963","Turkey","1963"
"3136","David Dean Rusk","Ankara","Attended CENTO Ministerial Council Meeting.","April 19–22, 1966","Turkey","1966"
"3137","William Pierce Rogers","Ankara","Attended CENTO Ministerial Meeting.","April 29–May 1, 1971","Turkey","1971"
"3138","Henry A. (Heinz Alfred) Kissinger","Ankara","Met with Prime Minister Ecevit and senior Turkish officials.","March 10–11, 1975","Turkey","1975"
"3139","Henry A. (Heinz Alfred) Kissinger","Ankara","Attended CENTO Ministerial Meeting.","May 21–23, 1975","Turkey","1975"
"3140","Cyrus Roberts Vance","Ankara","Met with Prime Minister Ecevit and senior Turkish officials.","January 20–21, 1978","Turkey","1978"
"3141","Edmund Sixtus Muskie","Ankara","Attended NATO Ministerial Meeting.","June 25–26, 1980","Turkey","1980"
"3142","Alexander Meigs Haig","Ankara","Official visit. Met with President Evren and senior Turkish officials.","May 13–15, 1982","Turkey","1982"
"3143","George Pratt Shultz","Istanbul, Ankara","Discussed economic and defense matters with Prime Minister Ozal and senior Turkish officials.","March 22–25, 1986","Turkey","1986"
"3144","James Addison Baker","Ankara","Met with Prime Minister Ozal and Foreign Minister Yilmaz.","February 14, 1989","Turkey","1989"
"3145","James Addison Baker","Ankara","Met with President Ozal and senior Turkish officials.","August 8–9, 1990","Turkey","1990"
"3146","James Addison Baker","Ankara","Met with President Ozal.","November 7, 1990","Turkey","1990"
"3147","James Addison Baker","Incirlik, Ankara","Discussed the Persian Gulf crisis with President Ozal and Foreign Minister Alptemocin.","January 12–13, 1991","Turkey","1991"
"3148","James Addison Baker","Ankara","Met with President Ozal and senior Turkish officials.","March 16, 1991","Turkey","1991"
"3149","James Addison Baker","Ankara, Diyarbakir, Cukurca, Uzumlu","Discussed emergency aid to Kurdish refugees with President Ozal; visited refugee camps.","April 7–8, 1991","Turkey","1991"
"3150","Warren Minor Christopher","Ankara, Istanbul","Met with President Demirel and senior Turkish officials.","June 12–14, 1993","Turkey","1993"
"3151","Warren Minor Christopher","Istanbul","Attended NATO and NACC Ministerial Meetings.","June 8–10, 1994","Turkey","1994"
"3152","Madeleine Korbel Albright","Istanbul, Izmit","Discussed disaster relief with Foreign Minister Cem.","September 5, 1999","Turkey","1999"
"3153","Madeleine Korbel Albright","Ankara, Ephesus, Istanbul","Accompanied President Clinton on a State visit; attended OSCE Summit meeting in Istanbul.","November 14–19, 1999","Turkey","1999"
"3154","Colin Luther Powell","Ankara","Met with Foreign Minister Cem and senior officials.","December 5, 2001","Turkey","2001"
"3155","Colin Luther Powell","Ankara","Discussed the conflict in Iraq and economic aid with senior Turkish officials.","April 1–2, 2003","Turkey","2003"
"3156","Colin Luther Powell","Ankara, Istanbul","Accompanied President Bush to the NATO Summit meeting in Istanbul.","June 26–29, 2004","Turkey","2004"
"3157","Condoleezza Rice","Ankara","Met with Foreign Minister Gul and Russian Foreign Minister Lavrov.","February 5–6, 2005","Turkey","2005"
"3158","Condoleezza Rice","Ankara","Met with Foreign Minister Gul.","April 25–26, 2006","Turkey","2006"
"3159","Condoleezza Rice","Ankara, Istanbul","Met with President Gul, Prime Minister Erdogan, and Foreign Minister Babacan.  Attended an expanded ministerial meeting of countries adjoining Iraq in Istanbul.","November 2–3, 2007","Turkey","2007"
"3160","Hillary Rodham Clinton","Ankara","Met with Foreign Minister Babacan.","March 7, 2009","Turkey","2009"
"3161","Hillary Rodham Clinton","Istanbul","Attended a Libya Contact Group meeting. Met with President Gul, Prime Minister Erdogan, and Foreign Minister Davutoglu. Attended a meeting of the Organization of the Islamic Conference on combating religious intolerance.","July 15–17, 2011","Turkey","2011"
"3162","Hillary Rodham Clinton","Istanbul","Attended the second meeting of the “Friends of the Syrian People.” Met with Prime Minister Tayyip Erdogan, Foreign Minister Ahmed Davutoglu, Arab League Secretary-General Nabil al-Araby, and the Syrian National Council.","March 31–April 1, 2012","Turkey","2012"
"3163","Hillary Rodham Clinton","Istanbul","Met with Foreign Minister Ahmet Davutoglu, Deputy Prime Minister Ali Babacan, and Swiss Foreign Minister Didier Burkhalter. Co-chaired the Global Counterterrorism Forum.","June 7, 2012","Turkey","2012"
"3164","Hillary Rodham Clinton","Istanbul","Met with President Abdullah Gul, Prime Minister Recep Erdogan, Foreign Minister Ahmet Davutoglu, and Syrian activists and refugees.","August 11–12, 2012","Turkey","2012"
"3165","John Forbes Kerry","Ankara","Met with President Abdullah Gul, Prime Minister Recep Tayyip Erdogan, and Foreign Minister Ahmed Davutoglu. Discussed the Syrian crisis.","March 1–2, 2013","Turkey","2013"
"3166","John Forbes Kerry","Istanbul","Met with Foreign Minister Ahmed Davutoglu.","April 7, 2013","Turkey","2013"
"3167","John Forbes Kerry","Istanbul","Met with Foreign Minister Ahmed Davutoglu and attended a ministerial meeting of the Friends of the Syrian People Core Group. Also met with Palestinian Authority President Mahmoud Abbas and Ecumenical Patriarch Bartholomew.","April 20–21, 2013","Turkey","2013"
"3168","John Forbes Kerry","Ankara","Met with President Recep Tayyip Erdogan, Prime Minister Ahmed Davutoglu, and Foreign Minister Mevlut Cavusoglu.","September 12–13, 2014","Turkey","2014"
"3169","John Forbes Kerry","Antalya","Attended a NATO Foreign Ministers Meeting.","May 12–13, 2015","Turkey","2015"
"3170","John Forbes Kerry","Antalya","Attended the G-20 Leadership Summit.","November 15–16, 2015","Turkey","2015"
"3171","Rex W. Tillerson","Ankara","Met with President Recep Erdogan, Prime Minister Binali Yilderim, and Foreign Minister Mevlut Cavusoglu.","March 30–31, 2017","Turkey","2017"
"3172","Rex W. Tillerson","Istanbul","Met with President Recep Erdogan and Foreign Minister Mevlut Cavusoglu.","July 9–10, 2017","Turkey","2017"
"3173","Rex W. Tillerson","Ankara","Met with senior Turkish officials.","February 15–16, 2018","Turkey","2018"
"3174","Michael R. Pompeo","Ankara","Participated in a meeting with Vice President Mike Pence and Turkish President Recep Tayyip Erdoğan to discuss the situation in northeast Syria.","October 17, 2019","Turkey","2019"
"3175","Michael R. Pompeo","Istanbul","Met with His All Holiness the Ecumenical Patriarch of Constantinople, Bartholomew I.","November 16, 2020","Turkey","2020"
"3176","James Addison Baker","Ashkhabad","Met with President Niyazov.","February 12–13, 1992","Turkmenistan","1992"
"3177","John Forbes Kerry","Ashgabat","Met with President Gurbanguly Berdimuhamedow.","November 3, 2015","Turkmenistan","2015"
"3178","Cordell Hull","Moscow","Attended Moscow Conference with British Foreign Secretary Eden and Soviet Foreign Minister Molotov. Returned to U.S. November 10.","October 18–November 3, 1943","Russia","1943"
"3179","Edward Reilly Stettinius","Yalta, Moscow","Accompanied President Roosevelt to the Crimea Conference. Met afterward (February 11-14) with Soviet Foreign Minister Molotov.","February 3–14, 1945","Russia","1945"
"3180","James Francis Byrnes","Moscow","Ministers meeting. Left U.S. December 12; returned December 29.","December 14–27, 1945","Russia","1945"
